"exp","ver","sub","exp_initials","blocktype","trial","trialtime","trialtype","t1_level","t2_level","lag","t2_lag","targets","cuetype","mode","t1","t1_corr","t1_resp","t1_acc","t1_rt","t1_dur","t2","t2_corr","t2_resp","t2_acc","t2_rt","t2_dur","distractor1","distractor2","maskfile1","maskfile2","t1mask_soa","t2mask_soa","t1t2_soa"
"RSVPLG03","1.0.1",701,"km","Experiment",26,"20251014-095357","main","global","global",300,300,"Both",1,"Automatic","S","sS","h",0,0.818196199834347,0.0507669998332858,"H","hH","s",0,0.653944100020453,0.0496913001406938,"E","E","mask-2.png","mask-4.png",0.100071399938315,0.0998248001560569,0.303418299881741
"RSVPLG03","1.0.1",701,"km","Experiment",27,"20251014-095402","main","global","local",750,750,"Both",1,"Automatic","S","sS","s",1,0.440106899943203,0.0499073001556098,"S","sS","h",0,1.27760710008442,0.0501414998434484,"E","E","mask-2.png","mask-3.png",0.0996873001568019,0.0995300998911262,0.742696900153533
"RSVPLG03","1.0.1",701,"km","Experiment",28,"20251014-095408","main","global","local",750,750,"Both",1,"Automatic","H","hH","h",1,0.900095200166106,0.0504930999595672,"S","sS","s",1,0.254870499949902,0.0517040998674929,"E","E","mask-4.png","mask-1.png",0.099997199838981,0.102452900027856,0.740822799969465
"RSVPLG03","1.0.1",701,"km","Experiment",29,"20251014-095413","main","global","local",300,300,"Both",1,"Automatic","H","hH","h",1,0.772654599975795,0.0530777000822127,"H","hH","s",0,0.499287199927494,0.051034800009802,"A","E","mask-3.png","mask-3.png",0.102251500124112,0.101585999829695,0.303579900180921
"RSVPLG03","1.0.1",701,"km","Experiment",30,"20251014-095418","main","local","global",300,300,"Both",1,"Automatic","H","hH","s",0,1.41614919994026,0.0509488000534475,"S","sS","s",1,0.31902280007489,0.0497204998973757,"E","E","mask-2.png","mask-4.png",0.101478500058874,0.0995205999352038,0.306465700035915
"RSVPLG03","1.0.1",701,"km","Experiment",31,"20251014-095424","main","global","local",750,750,"Both",1,"Automatic","S","sS","h",0,0.479028600035235,0.0506663999985904,"S","sS","s",1,0.128820500103757,0.0514604998752475,"A","A","mask-4.png","mask-3.png",0.101117700105533,0.102806400042027,0.741465100087225
"RSVPLG03","1.0.1",701,"km","Experiment",32,"20251014-095428","main","local","global",300,300,"Both",1,"Automatic","H","hH","h",1,0.332691100193188,0.0477714999578893,"S","sS","s",1,0.185146099887788,0.0510496001224965,"E","E","mask-1.png","mask-1.png",0.100928799947724,0.102993000065908,0.302119799889624
"RSVPLG03","1.0.1",701,"km","Experiment",33,"20251014-095433","main","global","local",300,300,"Both",1,"Automatic","H","hH","h",1,0.688233100110665,0.0501733999699354,"H","hH","s",0,0.24053609999828,0.0501845998223871,"E","A","mask-3.png","mask-2.png",0.101674099918455,0.102376099908724,0.303600799990818
"RSVPLG03","1.0.1",701,"km","Experiment",34,"20251014-095437","main","local","local",750,750,"Both",1,"Automatic","H","hH","h",1,0.75977970007807,0.0513617000542581,"H","hH","s",0,0.114630500087515,0.0509539998602122,"A","E","mask-3.png","mask-2.png",0.102184599963948,0.0999932999256998,0.74215740012005
"RSVPLG03","1.0.1",701,"km","Experiment",35,"20251014-095442","main","global","local",300,300,"Both",1,"Automatic","H","hH","h",1,0.419874700019136,0.0509407001081854,"H","hH","h",1,0.257482799934223,0.0519326999783516,"A","E","mask-2.png","mask-4.png",0.103586900047958,0.101946000009775,0.303480900125578
"RSVPLG03","1.0.1",701,"km","Experiment",36,"20251014-095447","main","global","local",300,300,"Both",1,"Automatic","H","hH","h",1,0.978471300099045,0.0492054000496864,"H","hH","s",0,0.241735000163317,0.0514714000746608,"A","E","mask-2.png","mask-1.png",0.100334600079805,0.101361599983647,0.302247599931434
"RSVPLG03","1.0.1",701,"km","Experiment",37,"20251014-095451","main","global","global",750,750,"Both",1,"Automatic","H","hH","h",1,0.500294899800792,0.0510523000266403,"S","sS","s",1,0.126888599945232,0.050339600071311,"E","A","mask-2.png","mask-1.png",0.100342999910936,0.100947299972177,0.743083799956366
"RSVPLG03","1.0.1",701,"km","Experiment",38,"20251014-095456","main","local","global",750,750,"Both",1,"Automatic","S","sS","h",0,0.842183500062674,0.0507624000310898,"H","hH","h",1,0.225093899993226,0.0515989998821169,"A","A","mask-2.png","mask-3.png",0.10048420005478,0.10077859996818,0.742943600052968
"RSVPLG03","1.0.1",701,"km","Experiment",39,"20251014-095501","main","local","local",300,300,"Both",1,"Automatic","H","hH","h",1,0.402477500028908,0.0523775001056492,"H","hH","s",0,0.204038599971682,0.0499235999304801,"A","A","mask-4.png","mask-4.png",0.102676599984989,0.100994799984619,0.304955000057817
"RSVPLG03","1.0.1",701,"km","Experiment",40,"20251014-095506","main","local","global",750,750,"Both",1,"Automatic","H","hH","h",1,0.50541860004887,0.0535681999754161,"S","sS","s",1,0.112776199821383,0.0520836000796407,"A","A","mask-2.png","mask-3.png",0.101513999979943,0.102468400029466,0.74250609986484
"RSVPLG03","1.0.1",701,"km","Experiment",41,"20251014-095510","main","global","global",750,750,"Both",1,"Automatic","S","sS","s",1,0.352936999872327,0.0490043999161571,"H","hH","h",1,0.207542800111696,0.0495016998611391,"E","A","mask-2.png","mask-4.png",0.0996339998673648,0.100678799906746,0.742587700020522
"RSVPLG03","1.0.1",701,"km","Experiment",42,"20251014-095515","main","local","global",750,750,"Both",1,"Automatic","H","hH","h",1,1.77641870011576,0.0504207001067698,"H","hH","h",1,0.269109300104901,0.0502120999153703,"E","A","mask-4.png","mask-2.png",0.100774500053376,0.101309399819002,0.74312960007228
"RSVPLG03","1.0.1",701,"km","Experiment",43,"20251014-095521","main","global","global",750,750,"Both",1,"Automatic","S","sS","h",0,0.906256699934602,0.0509607999119908,"S","sS","s",1,0.124249400105327,0.0508944999892265,"E","E","mask-1.png","mask-2.png",0.102412199834362,0.101202299818397,0.74282080004923
"RSVPLG03","1.0.1",701,"km","Experiment",44,"20251014-095526","main","local","global",300,300,"Both",1,"Automatic","H","hH","h",1,1.98874469986185,0.050533700035885,"H","hH","s",0,0.13910449994728,0.0496320999227464,"A","E","mask-2.png","mask-2.png",0.101455800002441,0.0993215998169035,0.305850300006568
"RSVPLG03","1.0.1",701,"km","Experiment",45,"20251014-095532","main","global","local",300,300,"Both",1,"Automatic","H","hH","h",1,0.966548699885607,0.0483470000326633,"H","hH","s",0,0.369377600029111,0.0520697999745607,"A","E","mask-4.png","mask-1.png",0.100115600042045,0.101500199874863,0.301411400083452
"RSVPLG03","1.0.1",701,"km","Experiment",46,"20251014-095537","main","global","global",300,300,"Both",1,"Automatic","S","sS","s",1,0.744245100067928,0.0511386999860406,"H","hH","h",1,0.146650899900123,0.0500835999846458,"E","A","mask-4.png","mask-2.png",0.10288570006378,0.100726600037888,0.30397200002335
"RSVPLG03","1.0.1",701,"km","Experiment",47,"20251014-095542","main","local","local",300,300,"Both",1,"Automatic","H","hH","s",0,0.672586299944669,0.0492748999968171,"H","hH","h",1,0.144988799933344,0.051849499810487,"E","E","mask-3.png","mask-3.png",0.101386100053787,0.103989199968055,0.302097600186244
"RSVPLG03","1.0.1",701,"km","Experiment",48,"20251014-095546","main","local","local",750,750,"Both",1,"Automatic","H","hH","s",0,0.507234900025651,0.0497556999325752,"H","hH","h",1,0.0485731000080705,0.0498496999498457,"E","E","mask-3.png","mask-3.png",0.100559199927375,0.101661199936643,0.742285500047728
"RSVPLG03","1.0.1",701,"km","Experiment",49,"20251014-095551","main","local","local",300,300,"Both",1,"Automatic","H","hH","h",1,0.319052900187671,0.0513693999964744,"S","sS","s",1,0.0646746000275016,0.0486463999841362,"A","E","mask-3.png","mask-4.png",0.100726499920711,0.0993206999264658,0.30585079989396
"RSVPLG03","1.0.1",701,"km","Experiment",50,"20251014-095555","main","global","local",300,300,"Both",1,"Automatic","H","hH","h",1,0.542423999868333,0.0502141998149455,"H","hH","s",0,0.0817825000267476,0.0501666001509875,"E","E","mask-3.png","mask-4.png",0.101577899884433,0.101457600016147,0.303975599817932
"RSVPLG03","1.0.1",701,"km","Experiment",51,"20251014-095618","main","local","local",750,750,"Both",1,"Automatic","S","sS","s",1,0.695241299923509,0.0503088999539614,"H","hH","h",1,0.209769499953836,0.0499126999638975,"A","A","mask-3.png","mask-2.png",0.10217299987562,0.102005599997938,0.742826299974695
"RSVPLG03","1.0.1",701,"km","Experiment",52,"20251014-095623","main","local","global",750,750,"Both",1,"Automatic","H","hH","h",1,1.21768440003507,0.0502502000890672,"H","hH","h",1,0.223663600161672,0.0493817999958992,"A","E","mask-2.png","mask-1.png",0.101565300021321,0.101453199982643,0.743419999955222
"RSVPLG03","1.0.1",701,"km","Experiment",53,"20251014-095629","main","local","global",300,300,"Both",1,"Automatic","S","sS","s",1,0.699823400005698,0.0487542999908328,"S","sS","s",1,0.251414899947122,0.0496956999413669,"A","E","mask-4.png","mask-2.png",0.0996308999601752,0.10064630000852,0.302367700031027
"RSVPLG03","1.0.1",701,"km","Experiment",54,"20251014-095634","main","global","local",300,300,"Both",1,"Automatic","H","hH","h",1,0.904333399841562,0.0502259000204504,"H","hH","s",0,0.115674699889496,0.0503252998460084,"A","E","mask-2.png","mask-1.png",0.099938299972564,0.101367600029334,0.302294000051916
"RSVPLG03","1.0.1",701,"km","Experiment",55,"20251014-095638","main","global","global",750,750,"Both",1,"Automatic","S","sS","s",1,0.634834900032729,0.0510133001953363,"S","sS","h",0,0.297119199996814,0.0490822000429034,"E","A","mask-4.png","mask-3.png",0.100824400084093,0.100823500193655,0.744040400022641
"RSVPLG03","1.0.1",701,"km","Experiment",56,"20251014-095643","main","local","global",300,300,"Both",1,"Automatic","H","hH","h",1,0.519089199835435,0.0513423001393676,"S","sS","s",1,0.201789000071585,0.0504674001131207,"E","A","mask-1.png","mask-3.png",0.101439099991694,0.100559000158682,0.304924000054598
"RSVPLG03","1.0.1",701,"km","Experiment",57,"20251014-095648","main","global","global",300,300,"Both",1,"Automatic","S","sS","s",1,0.666981500107795,0.0509077999740839,"S","sS","s",1,0.191822099965066,0.0495022998657078,"A","E","mask-3.png","mask-3.png",0.10102149983868,0.101076199905947,0.30467059998773
"RSVPLG03","1.0.1",701,"km","Experiment",58,"20251014-095652","main","local","global",300,300,"Both",1,"Automatic","H","hH","h",1,1.16227640002035,0.0511785999406129,"H","hH","h",1,0.113192899851128,0.0501355000305921,"E","E","mask-3.png","mask-2.png",0.101007299963385,0.101367100141943,0.304193699965253
"RSVPLG03","1.0.1",701,"km","Experiment",59,"20251014-095657","main","local","local",750,750,"Both",1,"Automatic","S","sS","s",1,0.45296399993822,0.0514871999621391,"S","sS","s",1,0.152780999895185,0.0510656000114977,"A","A","mask-1.png","mask-2.png",0.100745699834079,0.102014899952337,0.742386299883947
"RSVPLG03","1.0.1",701,"km","Experiment",60,"20251014-095702","main","global","local",750,750,"Both",1,"Automatic","H","hH","h",1,0.829250699840486,0.0507684999611229,"S","sS","s",1,0.249989900039509,0.0512320001143962,"E","A","mask-3.png","mask-1.png",0.102654300164431,0.102447499986738,0.742797899991274
"RSVPLG03","1.0.1",701,"km","Experiment",61,"20251014-095707","main","global","global",300,300,"Both",1,"Automatic","S","sS","h",0,0.921665399800986,0.0500055998563766,"S","sS","s",1,0.0658665001392365,0.0503973998129368,"E","E","mask-2.png","mask-4.png",0.100684700068086,0.100885299965739,0.302326200064272
"RSVPLG03","1.0.1",701,"km","Experiment",62,"20251014-095712","main","global","global",750,750,"Both",1,"Automatic","H","hH","h",1,0.796551199862733,0.0503658999223262,"S","sS","s",1,0.142323300009593,0.0521652000024915,"A","E","mask-2.png","mask-1.png",0.101661699824035,0.102096099872142,0.742077799979597
"RSVPLG03","1.0.1",701,"km","Experiment",63,"20251014-095717","main","local","global",300,300,"Both",1,"Automatic","H","hH","h",1,0.739485899917781,0.0522425000090152,"H","hH","h",1,0.126234699971974,0.0500338000711054,"E","E","mask-2.png","mask-1.png",0.102224700152874,0.100669800071046,0.306432500015944
"RSVPLG03","1.0.1",701,"km","Experiment",64,"20251014-095721","main","local","local",300,300,"Both",1,"Automatic","H","hH","h",1,0.554917499888688,0.0509085999801755,"H","hH","h",1,0.225198300089687,0.0522930999286473,"E","E","mask-3.png","mask-2.png",0.101491599809378,0.102434000000358,0.30323369987309
"RSVPLG03","1.0.1",701,"km","Experiment",65,"20251014-095726","main","local","local",300,300,"Both",1,"Automatic","H","hH","h",1,0.55574019998312,0.0522513999603689,"H","hH","h",1,0.242157399887219,0.0500642999541014,"A","E","mask-2.png","mask-2.png",0.10263209999539,0.100672000087798,0.306532399961725
"RSVPLG03","1.0.1",701,"km","Experiment",66,"20251014-095730","main","local","local",750,750,"Both",1,"Automatic","H","hH","h",1,0.702455600025132,0.0520397999789566,"S","sS","s",1,0.112757600145414,0.0507179999258369,"E","A","mask-4.png","mask-3.png",0.101619300199673,0.101733099902049,0.743012600112706
"RSVPLG03","1.0.1",701,"km","Experiment",67,"20251014-095735","main","local","local",750,750,"Both",1,"Automatic","S","sS","s",1,0.385655299993232,0.0496942999307066,"H","hH","h",1,0.38533389987424,0.0499730000738055,"A","A","mask-1.png","mask-4.png",0.101680800085887,0.101977699901909,0.741610900033265
"RSVPLG03","1.0.1",701,"km","Experiment",68,"20251014-095740","main","global","local",300,300,"Both",1,"Automatic","H","hH","h",1,0.801911999937147,0.0508067000191659,"S","sS","s",1,0.333369199885055,0.0504088997840881,"E","E","mask-2.png","mask-3.png",0.101276499917731,0.100113399792463,0.303690900094807
"RSVPLG03","1.0.1",701,"km","Experiment",69,"20251014-095745","main","local","global",300,300,"Both",1,"Automatic","S","sS","s",1,0.789659400004894,0.051261399872601,"H","hH","h",1,0.335934499977157,0.0503348999191075,"E","E","mask-3.png","mask-3.png",0.100296400021762,0.100837300065905,0.304190099937841
"RSVPLG03","1.0.1",701,"km","Experiment",70,"20251014-095749","main","global","local",750,750,"Both",1,"Automatic","S","sS","s",1,0.334320700028911,0.0508117999415845,"H","hH","h",1,0.194078299915418,0.049966000020504,"A","A","mask-1.png","mask-3.png",0.100063199875876,0.0989190000109374,0.74331279983744
"RSVPLG03","1.0.1",701,"km","Experiment",71,"20251014-095754","main","local","global",750,750,"Both",1,"Automatic","H","hH","h",1,0.917353699915111,0.051649599801749,"H","hH","h",1,1.82626659981906,0.0496541999746114,"A","A","mask-4.png","mask-1.png",0.10123119992204,0.100998299894854,0.742198999971151
"RSVPLG03","1.0.1",701,"km","Experiment",72,"20251014-095801","main","global","local",750,750,"Both",1,"Automatic","S","sS","s",1,0.362667799927294,0.0509074998553842,"H","hH","h",1,0.201659699901938,0.050188799854368,"A","E","mask-2.png","mask-2.png",0.100931099848822,0.101553799817339,0.742815200006589
"RSVPLG03","1.0.1",701,"km","Experiment",73,"20251014-095805","main","global","local",300,300,"Both",1,"Automatic","H","hH","h",1,0.80723819998093,0.0521807998884469,"H","hH","h",1,0.888879399979487,0.049594399984926,"A","A","mask-3.png","mask-2.png",0.100660899886861,0.100021800026298,0.304827499901876
"RSVPLG03","1.0.1",701,"km","Experiment",74,"20251014-095811","main","local","global",300,300,"Both",1,"Automatic","H","hH","h",1,0.605707499897107,0.0520977999549359,"H","hH","s",0,0.177529099863023,0.0510105998255313,"A","A","mask-1.png","mask-2.png",0.101805499987677,0.101648099953309,0.305878000101075
"RSVPLG03","1.0.1",701,"km","Experiment",75,"20251014-095815","main","local","local",750,750,"Both",1,"Automatic","S","sS","s",1,0.367394800065085,0.049560199957341,"S","sS","s",1,0.172699700109661,0.050988300004974,"E","E","mask-4.png","mask-1.png",0.101734099909663,0.101140799932182,0.742008300032467
"RSVPLG03","1.0.1",701,"km","Experiment",76,"20251014-095838","main","global","local",750,750,"Both",1,"Automatic","S","sS","s",1,0.363659099908546,0.050018300069496,"H","hH","h",1,0.187014299910516,0.0494691000785679,"E","E","mask-1.png","mask-4.png",0.101607399992645,0.10101590002887,0.74416369991377
"RSVPLG03","1.0.1",701,"km","Experiment",77,"20251014-095843","main","local","global",750,750,"Both",1,"Automatic","S","sS","s",1,0.677740099839866,0.0515945001970977,"S","sS","h",0,0.15184780000709,0.0516959000378847,"E","A","mask-2.png","mask-2.png",0.102182100061327,0.102674500085413,0.743210700107738
"RSVPLG03","1.0.1",701,"km","Experiment",78,"20251014-095848","main","local","global",300,300,"Both",1,"Automatic","H","hH","h",1,0.540170399937779,0.0498983000870794,"S","sS","s",1,0.496272900141776,0.049252700060606,"A","E","mask-3.png","mask-1.png",0.101974799996242,0.100476899882779,0.304984700167552
"RSVPLG03","1.0.1",701,"km","Experiment",79,"20251014-095852","main","local","global",750,750,"Both",1,"Automatic","H","hH","h",1,1.06279040011577,0.0493896999396384,"H","hH","h",1,0.142586100148037,0.0486719000618905,"E","A","mask-2.png","mask-3.png",0.101056199986488,0.0997530000749975,0.743941399967298
"RSVPLG03","1.0.1",701,"km","Experiment",80,"20251014-095858","main","global","global",750,750,"Both",1,"Automatic","S","sS","h",0,0.561331100063398,0.0515284000430256,"H","hH","s",0,0.0981646000873298,0.0492881000973284,"E","A","mask-2.png","mask-4.png",0.101293599931523,0.101175300078467,0.742964099859819
"RSVPLG03","1.0.1",701,"km","Experiment",81,"20251014-095902","main","local","global",750,750,"Both",1,"Automatic","H","hH","h",1,0.613487399881706,0.0508995999116451,"H","hH","h",1,0.145959299989045,0.0498044998385012,"A","A","mask-2.png","mask-1.png",0.100888999877498,0.101377999875695,0.742903700098395
"RSVPLG03","1.0.1",701,"km","Experiment",82,"20251014-095907","main","local","global",300,300,"Both",1,"Automatic","S","sS","s",1,0.469517500139773,0.0487118000164628,"H","hH","h",1,0.242584400111809,0.050103799905628,"E","E","mask-1.png","mask-1.png",0.100032299989834,0.100346700055525,0.302968499949202
"RSVPLG03","1.0.1",701,"km","Experiment",83,"20251014-095912","main","global","local",300,300,"Both",1,"Automatic","S","sS","s",1,1.49180690012872,0.050399900181219,"S","sS","h",0,0.465895300032571,0.049824699992314,"E","E","mask-3.png","mask-2.png",0.101210900116712,0.0997774999123067,0.305387600092217
"RSVPLG03","1.0.1",701,"km","Experiment",84,"20251014-095917","main","local","local",750,750,"Both",1,"Automatic","S","sS","s",1,0.731365100014955,0.0498380998615175,"H","hH","h",1,0.27073059999384,0.0498453001491725,"A","E","mask-4.png","mask-1.png",0.0985820998903364,0.102300500031561,0.74189839977771
"RSVPLG03","1.0.1",701,"km","Experiment",85,"20251014-095922","main","global","local",750,750,"Both",1,"Automatic","S","sS","s",1,0.693294799886644,0.0507247000932693,"H","hH","s",0,0.237664700020105,0.0511153000406921,"E","A","mask-4.png","mask-4.png",0.09997049998492,0.102198000065982,0.741592800011858
